Day,MSE_mu,Accuracy
Day 0,0.023716999331948155,0.72
Day 1,0.02637539195164987,0.74
Day 2,0.02504040293230558,0.62
Day 3,0.026269704595720623,0.72
Day 4,0.02799645257108887,0.72
Day 5,0.022210118136671522,0.78
Day 6,0.02045373623994721,0.78
Day 7,0.02027903739028847,0.84
Day 8,0.025895815269585242,0.74
Day 9,0.03284658455582971,0.68
Day 10,0.026463607300760392,0.8
Day 11,0.031163549298782355,0.64
Day 12,0.029861988565251775,0.66
Day 13,0.039295790955020504,0.66
Day 14,0.036243397276015915,0.72
Day 15,0.030059339462931222,0.72
Day 16,0.024951031966960344,0.76
Day 17,0.027701622924217677,0.72
Day 18,0.028535127557578893,0.82
Day 19,0.014419641280769982,0.78
