Day,MSE_mu,Accuracy
Day 0,0.02322250502780674,0.8
Day 1,0.0204014192523937,0.76
Day 2,0.029239809167029073,0.68
Day 3,0.02458892487247109,0.72
Day 4,0.022735098636343015,0.76
Day 5,0.015202672557496737,0.92
Day 6,0.025439824794802446,0.78
Day 7,0.0227638533545589,0.78
Day 8,0.013077006739186313,0.92
Day 9,0.02817483710940234,0.82
Day 10,0.024464826276040273,0.78
Day 11,0.02296165981608494,0.84
Day 12,0.0219883474285349,0.64
Day 13,0.013297962720212846,0.88
Day 14,0.02059589593282791,0.82
Day 15,0.028445890118125323,0.82
Day 16,0.025277575304824343,0.76
Day 17,0.02732479928471598,0.72
Day 18,0.021308750572974166,0.88
Day 19,0.04530548204971537,0.56
