Day,MSE_mu,Accuracy
Day 0,0.01690119421308216,0.84
Day 1,0.019514866872817078,0.74
Day 2,0.02653762136659114,0.64
Day 3,0.03702665712044333,0.62
Day 4,0.023828054587691296,0.78
Day 5,0.02114701961962184,0.74
Day 6,0.021757786399319405,0.76
Day 7,0.03435541430582857,0.72
Day 8,0.023552550502785128,0.76
Day 9,0.021703985536146823,0.74
Day 10,0.03873395665425943,0.66
Day 11,0.023647377954794366,0.78
Day 12,0.03329777874329861,0.68
Day 13,0.02814077736672137,0.86
Day 14,0.03583799500040816,0.7
Day 15,0.026533475535922425,0.78
Day 16,0.027904889182331992,0.78
Day 17,0.030029762614052952,0.78
Day 18,0.031204277245842463,0.7
Day 19,0.029948248690395352,0.66
