Day,MSE_mu,Accuracy
Day 0,0.03134223733810693,0.74
Day 1,0.0245008047265694,0.78
Day 2,0.022388930941229266,0.72
Day 3,0.019833577689311866,0.76
Day 4,0.04415470325802639,0.52
Day 5,0.018536003928273065,0.72
Day 6,0.027498921800282905,0.82
Day 7,0.02262619780877462,0.86
Day 8,0.018652012494359632,0.9
Day 9,0.016963232559795094,0.86
Day 10,0.019142796391486715,0.8
Day 11,0.04750436454727306,0.54
Day 12,0.025264255723051684,0.82
Day 13,0.020369843714332977,0.72
Day 14,0.022418052295447365,0.68
Day 15,0.024758828903881105,0.66
Day 16,0.021442399898776,0.78
Day 17,0.02372577397824593,0.82
Day 18,0.015956492779683754,0.8
Day 19,0.021429462414957516,0.86
