Day,MSE_mu,Accuracy
Day 0,0.022550675082117298,0.72
Day 1,0.023375597677129236,0.82
Day 2,0.03140868765002788,0.6
Day 3,0.021502457724801197,0.74
Day 4,0.04264992422552131,0.66
Day 5,0.024215555251577574,0.74
Day 6,0.04381075611147401,0.58
Day 7,0.039096499253031575,0.72
Day 8,0.022934104803236637,0.8
Day 9,0.027725821849501692,0.8
Day 10,0.02823034798750302,0.72
Day 11,0.02075027863374023,0.78
Day 12,0.020465800537439596,0.76
Day 13,0.028149609095656853,0.64
Day 14,0.016210953199663744,0.94
Day 15,0.035911807514300995,0.68
Day 16,0.029257838174697497,0.64
Day 17,0.04604483876217483,0.64
Day 18,0.02342675514744236,0.74
Day 19,0.032572547013578285,0.84
