Day,MSE_mu,Accuracy
Day 0,0.018783621893046422,0.78
Day 1,0.020005641772413683,0.88
Day 2,0.021441058389910957,0.82
Day 3,0.020412786772200917,0.84
Day 4,0.02593862376579985,0.84
Day 5,0.03196794278212448,0.78
Day 6,0.020989698594534832,0.8
Day 7,0.03502333511126717,0.64
Day 8,0.013654535859076816,0.8
Day 9,0.023758583625958823,0.76
Day 10,0.02291309823077089,0.8
Day 11,0.017315836585222812,0.84
Day 12,0.02661426830901457,0.68
Day 13,0.026186722988666387,0.68
Day 14,0.02396962013811943,0.76
Day 15,0.035128441554082436,0.66
Day 16,0.04458405207912051,0.54
Day 17,0.02555255056879747,0.74
Day 18,0.014685932466583444,0.9
Day 19,0.024320018828737862,0.84
