Day,MSE_mu,Accuracy
Day 0,0.012366414283322236,0.82
Day 1,0.02171294291917852,0.78
Day 2,0.032468558650203025,0.7
Day 3,0.02837206771345092,0.8
Day 4,0.02784328219922516,0.76
Day 5,0.04183486749146332,0.72
Day 6,0.01763282653371633,0.9
Day 7,0.02087490243867883,0.84
Day 8,0.01928981492143799,0.72
Day 9,0.017293440966405442,0.86
Day 10,0.031071524563542313,0.7
Day 11,0.02727019691996197,0.78
Day 12,0.018771341728177005,0.78
Day 13,0.01450811361368241,0.86
Day 14,0.03130794881772823,0.64
Day 15,0.019768982987653012,0.84
Day 16,0.026523061058468144,0.8
Day 17,0.022389182566955983,0.84
Day 18,0.023002520857524463,0.84
Day 19,0.03372627541587904,0.64
