Day,MSE_mu,Accuracy
Day 0,0.02390905164987512,0.88
Day 1,0.017936232169681512,0.86
Day 2,0.017914411759070454,0.8
Day 3,0.028985605556892433,0.6
Day 4,0.02581107445427018,0.78
Day 5,0.03134826717945458,0.74
Day 6,0.02470392018464086,0.8
Day 7,0.02556127224550452,0.8
Day 8,0.028621103824433617,0.78
Day 9,0.019558791415140133,0.82
Day 10,0.016021995030584626,0.82
Day 11,0.023306841236827344,0.74
Day 12,0.0217818088119253,0.72
Day 13,0.049597424729727196,0.56
Day 14,0.028202548366202566,0.8
Day 15,0.0229998249977684,0.86
Day 16,0.023684199303180397,0.8
Day 17,0.022289118207357166,0.78
Day 18,0.037209530858590266,0.74
Day 19,0.016616523891121202,0.82
