Day,MSE_mu,Accuracy
Day 0,0.018751024785295046,0.84
Day 1,0.04774998846987368,0.54
Day 2,0.025197766591950214,0.76
Day 3,0.027109523778845568,0.68
Day 4,0.015013459387096629,0.82
Day 5,0.0191286824964413,0.8
Day 6,0.028729824805524537,0.74
Day 7,0.031624098926122564,0.7
Day 8,0.015922528546246293,0.88
Day 9,0.029381765952601904,0.7
Day 10,0.03559181333780273,0.62
Day 11,0.03270297600742765,0.64
Day 12,0.04496842595093646,0.56
Day 13,0.03048677562889034,0.64
Day 14,0.027012934188574846,0.68
Day 15,0.040635893119836175,0.5
Day 16,0.018505939260206328,0.72
Day 17,0.035554288644976326,0.44
Day 18,0.0284868766991954,0.82
Day 19,0.02174225445105685,0.82
