Day,MSE_mu,Accuracy
Day 0,0.029882348950252494,0.68
Day 1,0.047201449603815955,0.66
Day 2,0.026787169650764667,0.74
Day 3,0.039076047988974995,0.72
Day 4,0.01767196055621127,0.9
Day 5,0.01679876192123298,0.84
Day 6,0.026562227157522045,0.62
Day 7,0.021762451144528846,0.82
Day 8,0.024120147649524,0.84
Day 9,0.024813418253839824,0.68
Day 10,0.01990692944775599,0.84
Day 11,0.019034137697338287,0.74
Day 12,0.022907718060724957,0.84
Day 13,0.03552565693308066,0.68
Day 14,0.01954462894804762,0.74
Day 15,0.031160281865990166,0.8
Day 16,0.028399233681240015,0.8
Day 17,0.042362677979280866,0.72
Day 18,0.01578567759218813,0.84
Day 19,0.021452285645352585,0.78
