Day,MSE_mu,Accuracy
Day 0,0.023679459307227858,0.72
Day 1,0.03509887169720605,0.64
Day 2,0.04041903847913365,0.54
Day 3,0.02617136795913127,0.76
Day 4,0.030580769343437536,0.64
Day 5,0.018806377975834235,0.84
Day 6,0.02371074652068488,0.82
Day 7,0.03275834314998758,0.6
Day 8,0.01675557363752184,0.86
Day 9,0.01339652053662073,1.0
Day 10,0.02441055316995175,0.84
Day 11,0.03292479262933252,0.52
Day 12,0.022158875748562134,0.74
Day 13,0.02359359321098152,0.76
Day 14,0.024762707210324066,0.78
Day 15,0.028549721473860864,0.66
Day 16,0.021565998376810502,0.84
Day 17,0.03616164982890246,0.62
Day 18,0.02481195492305018,0.78
Day 19,0.03462045257129576,0.74
