Day,MSE_mu,Accuracy
Day 0,0.02225338405522572,0.82
Day 1,0.02759494566642026,0.66
Day 2,0.01580172870636548,0.8
Day 3,0.02890929588977184,0.7
Day 4,0.017768882815772442,0.78
Day 5,0.04107158741763006,0.56
Day 6,0.024856981679119098,0.7
Day 7,0.021064983578801565,0.8
Day 8,0.02221357880765865,0.8
Day 9,0.028309352135217326,0.72
Day 10,0.03539081672940411,0.5
Day 11,0.02776642294088325,0.78
Day 12,0.031129726290341435,0.66
Day 13,0.024294562941254316,0.82
Day 14,0.031289044740844596,0.66
Day 15,0.03559060892579584,0.78
Day 16,0.019248688843730585,0.86
Day 17,0.034548446938177275,0.6
Day 18,0.015622692642927776,0.82
Day 19,0.021163388517624518,0.86
