Day,MSE_mu,Accuracy
Day 0,0.022563835495283305,0.82
Day 1,0.017893488836162725,0.86
Day 2,0.02509650900784178,0.76
Day 3,0.015048065803427638,0.82
Day 4,0.03282516712997582,0.64
Day 5,0.028424928761333384,0.62
Day 6,0.030652320391022073,0.58
Day 7,0.05984206440734133,0.44
Day 8,0.020174821317300567,0.84
Day 9,0.02054728281189295,0.8
Day 10,0.01670709185915262,0.88
Day 11,0.025007555185964352,0.8
Day 12,0.019520282916765632,0.74
Day 13,0.016274770988892254,0.82
Day 14,0.030543497633660117,0.62
Day 15,0.02257865404352345,0.72
Day 16,0.02457918008113389,0.78
Day 17,0.035347073357382554,0.58
Day 18,0.0225653197862392,0.82
Day 19,0.03495701532622851,0.62
