Day,MSE_mu,Accuracy
Day 0,0.04030374300506088,0.64
Day 1,0.034565249256876374,0.7
Day 2,0.017046331281960155,0.86
Day 3,0.03151205414237932,0.66
Day 4,0.020388892036933313,0.82
Day 5,0.015664812196893262,0.96
Day 6,0.02391650682928082,0.76
Day 7,0.0381340880204285,0.68
Day 8,0.018352618510667485,0.86
Day 9,0.03385617894005523,0.66
Day 10,0.01829478197885688,0.76
Day 11,0.025153522400664242,0.64
Day 12,0.018582376359895816,0.88
Day 13,0.019743144277785233,0.9
Day 14,0.016826447502038135,0.86
Day 15,0.023565731027530182,0.8
Day 16,0.016081492979087116,0.94
Day 17,0.019605133206252005,0.88
Day 18,0.0226707308773771,0.84
Day 19,0.028681484760428283,0.7
