Day,MSE_mu,Accuracy
Day 0,0.01684802983382006,0.9
Day 1,0.030717110203582036,0.68
Day 2,0.024100713011279314,0.74
Day 3,0.02008208523862536,0.74
Day 4,0.028511264770452956,0.68
Day 5,0.01978211572047511,0.8
Day 6,0.02713316050926676,0.88
Day 7,0.018239617436780958,0.8
Day 8,0.03445422228899264,0.64
Day 9,0.02494534961432023,0.76
Day 10,0.04553176825004271,0.58
Day 11,0.024639730630500643,0.72
Day 12,0.03533546175192235,0.68
Day 13,0.022525140521450434,0.8
Day 14,0.03716985117797413,0.64
Day 15,0.021383866430423455,0.78
Day 16,0.01931355835449933,0.86
Day 17,0.029543987818390856,0.7
Day 18,0.024835560474440715,0.74
Day 19,0.02909672684374225,0.66
