Day,MSE_mu,Accuracy
Day 0,0.03226126229881703,0.74
Day 1,0.018845146501003017,0.82
Day 2,0.03701162380820567,0.64
Day 3,0.016158133300919943,0.8
Day 4,0.021707849761078143,0.82
Day 5,0.018462798872751936,0.74
Day 6,0.03710374873273839,0.68
Day 7,0.027256893912376668,0.78
Day 8,0.01888885987871533,0.84
Day 9,0.015503522519693532,0.92
Day 10,0.02513158756957044,0.68
Day 11,0.03786276849517932,0.72
Day 12,0.025693852893513065,0.8
Day 13,0.027779844466581168,0.84
Day 14,0.035184022698141616,0.66
Day 15,0.015107740892399002,0.82
Day 16,0.015205542121392438,0.82
Day 17,0.01814713251137086,0.86
Day 18,0.03375409738354531,0.72
Day 19,0.020546846359242123,0.7
