Day,MSE_mu,Accuracy
Day 0,0.020269464999679666,0.78
Day 1,0.02933151511364447,0.78
Day 2,0.032706493404107036,0.7
Day 3,0.03405547423181937,0.72
Day 4,0.022397750787436534,0.88
Day 5,0.024893537815478463,0.76
Day 6,0.03731720228125731,0.7
Day 7,0.013787695172604458,0.86
Day 8,0.016454359036488054,0.9
Day 9,0.017350916789059413,0.82
Day 10,0.03476152807136461,0.64
Day 11,0.022097031849398395,0.82
Day 12,0.01839606870782191,0.84
Day 13,0.029947386968031574,0.68
Day 14,0.01750518679297151,0.78
Day 15,0.03499219568302462,0.58
Day 16,0.012514904980227094,0.9
Day 17,0.030810296933768643,0.7
Day 18,0.02379315498816193,0.76
Day 19,0.022776122641323518,0.76
