Day,MSE_mu,Accuracy
Day 0,0.01939460942369146,0.76
Day 1,0.01822842639210547,0.8
Day 2,0.02211353952371039,0.82
Day 3,0.023038172271134458,0.76
Day 4,0.020448781025297322,0.74
Day 5,0.021491784894734984,0.88
Day 6,0.028255446587615515,0.68
Day 7,0.022075254475944193,0.86
Day 8,0.024256627154007688,0.8
Day 9,0.02942336812799487,0.68
Day 10,0.02366115121020626,0.84
Day 11,0.034300875755600486,0.78
Day 12,0.03306205969390018,0.64
Day 13,0.03463454558862304,0.66
Day 14,0.01811935274560449,0.88
Day 15,0.03148165103709563,0.74
Day 16,0.015710063540225087,0.96
Day 17,0.02623887420058875,0.76
Day 18,0.02001997945530152,0.78
Day 19,0.03137679334193619,0.66
