Day,MSE_mu,Accuracy
Day 0,0.01877470708086432,0.9
Day 1,0.020525575640949863,0.64
Day 2,0.028385669516778626,0.84
Day 3,0.04744100791631716,0.52
Day 4,0.02004625815930789,0.82
Day 5,0.022129321503766133,0.72
Day 6,0.02503314509629517,0.76
Day 7,0.020997446010771026,0.84
Day 8,0.02950769970988042,0.78
Day 9,0.01896420104381395,0.84
Day 10,0.03245330271278192,0.7
Day 11,0.0236756403541146,0.76
Day 12,0.019733174562969906,0.8
Day 13,0.02179611163329259,0.84
Day 14,0.014364004995281343,0.86
Day 15,0.024882482680254617,0.84
Day 16,0.030046812471257785,0.76
Day 17,0.030761928430617102,0.7
Day 18,0.019054316770648626,0.78
Day 19,0.03396808488505284,0.58
