Day,MSE_mu,Accuracy
Day 0,0.020009642584706465,0.8
Day 1,0.01199868286592988,0.8
Day 2,0.018838236653306518,0.84
Day 3,0.034768861349167526,0.64
Day 4,0.02805379439218142,0.78
Day 5,0.025837378724224352,0.78
Day 6,0.024185495099009944,0.74
Day 7,0.01666679403347018,0.88
Day 8,0.030636011350030218,0.72
Day 9,0.024778478447182718,0.82
Day 10,0.01655987279373965,0.82
Day 11,0.031821821177065564,0.68
Day 12,0.021731838000454785,0.82
Day 13,0.02548978039094487,0.78
Day 14,0.020858104684364113,0.84
Day 15,0.0480075738276217,0.54
Day 16,0.02443453775715023,0.84
Day 17,0.02142042292530107,0.68
Day 18,0.01748077016697394,0.82
Day 19,0.028698843712654142,0.74
