Day,MSE_mu,Accuracy
Day 0,0.03203511917290945,0.74
Day 1,0.027743298887326812,0.66
Day 2,0.030160972578242656,0.72
Day 3,0.03181975146447122,0.66
Day 4,0.021002848468351983,0.8
Day 5,0.02942138629914675,0.74
Day 6,0.029913853910291437,0.74
Day 7,0.04179351971373545,0.54
Day 8,0.02315750128999146,0.74
Day 9,0.02262205068582244,0.86
Day 10,0.019170662678362992,0.7
Day 11,0.01718369571123599,0.84
Day 12,0.022711500094736936,0.7
Day 13,0.02025886037928831,0.82
Day 14,0.030478503251872603,0.62
Day 15,0.03127470226683959,0.7
Day 16,0.026583302716895945,0.8
Day 17,0.01772359662948716,0.84
Day 18,0.02628276224630808,0.66
Day 19,0.04253385071814719,0.56
