Day,MSE_mu,Accuracy
Day 0,0.031189531200172115,0.68
Day 1,0.03385751110382979,0.72
Day 2,0.014839156082535885,0.9
Day 3,0.0321746190061369,0.74
Day 4,0.022164033532574144,0.74
Day 5,0.017869966968680047,0.82
Day 6,0.0255525589564074,0.76
Day 7,0.03135116805250135,0.74
Day 8,0.02547674157634375,0.72
Day 9,0.01864418301313248,0.84
Day 10,0.027966534750548094,0.74
Day 11,0.024316568429330533,0.74
Day 12,0.01173234962580557,0.88
Day 13,0.01678186490025643,0.88
Day 14,0.01874192805011887,0.84
Day 15,0.023630022960677538,0.78
Day 16,0.02249057647244769,0.7
Day 17,0.0198977767323524,0.76
Day 18,0.018163668539551783,0.92
Day 19,0.013861106136838061,0.94
