Day,MSE_mu,Accuracy
Day 0,0.022316189175777826,0.86
Day 1,0.02143394139922609,0.78
Day 2,0.014301774627730175,0.84
Day 3,0.029820251588006393,0.76
Day 4,0.04383378886321364,0.6
Day 5,0.02273345910976775,0.76
Day 6,0.015771966695412584,0.78
Day 7,0.020898519048028343,0.8
Day 8,0.03244497731937282,0.66
Day 9,0.018412888791189186,0.82
Day 10,0.015176917284296982,0.82
Day 11,0.018618377640227543,0.68
Day 12,0.022480454711258542,0.7
Day 13,0.022611837955254597,0.84
Day 14,0.036508809773819824,0.64
Day 15,0.039422234862885576,0.66
Day 16,0.024396701976327487,0.78
Day 17,0.026039890093742763,0.66
Day 18,0.03243437739806606,0.74
Day 19,0.030293826512530077,0.78
