Day,MSE_mu,Accuracy
Day 0,0.024118175493725136,0.8
Day 1,0.02522561707160855,0.76
Day 2,0.02270828106215296,0.78
Day 3,0.025265521323682694,0.78
Day 4,0.019504422067606473,0.76
Day 5,0.019968364634446595,0.76
Day 6,0.026196999496748266,0.82
Day 7,0.021438030036673814,0.78
Day 8,0.02787216561468828,0.72
Day 9,0.022543238919845977,0.7
Day 10,0.018811280264070848,0.88
Day 11,0.020122189673078432,0.86
Day 12,0.025651321683268086,0.78
Day 13,0.022592701447172226,0.72
Day 14,0.01846768770682965,0.88
Day 15,0.047956249611490795,0.62
Day 16,0.016517421282928643,0.9
Day 17,0.03074891444646374,0.7
Day 18,0.02390889701342473,0.74
Day 19,0.020838419453566008,0.68
