Day,MSE_mu,Accuracy
Day 0,0.024985056123033193,0.7
Day 1,0.033016921300553184,0.64
Day 2,0.027211288167198644,0.76
Day 3,0.026792958252574668,0.62
Day 4,0.0239991404460868,0.76
Day 5,0.0307191544814385,0.64
Day 6,0.028808300532368415,0.66
Day 7,0.023835184167598153,0.78
Day 8,0.0170797004480691,0.84
Day 9,0.03347301266626887,0.72
Day 10,0.0351017928803822,0.66
Day 11,0.019689277279477207,0.92
Day 12,0.01348115019244712,0.84
Day 13,0.019950774148264055,0.86
Day 14,0.03514620544358073,0.62
Day 15,0.022679495542309264,0.78
Day 16,0.016504815981995945,0.82
Day 17,0.025561615432742952,0.76
Day 18,0.047663428610325666,0.66
Day 19,0.015458136269322477,0.86
