Day,MSE_mu,Accuracy
Day 0,0.03229053899667386,0.64
Day 1,0.02376221537530931,0.82
Day 2,0.016928078703571506,0.88
Day 3,0.021817221867764705,0.72
Day 4,0.023459203020844904,0.74
Day 5,0.02611965124631718,0.7
Day 6,0.04239300642773602,0.54
Day 7,0.02956363776850223,0.66
Day 8,0.033191418524792654,0.7
Day 9,0.021205875304294037,0.72
Day 10,0.017449301817966185,0.8
Day 11,0.021739847283391643,0.84
Day 12,0.03223107737590229,0.7
Day 13,0.020744910306234918,0.88
Day 14,0.030573607405212973,0.8
Day 15,0.013435186740854583,0.86
Day 16,0.02860319354327329,0.66
Day 17,0.02786738843734178,0.72
Day 18,0.01321921826463742,0.82
Day 19,0.02820089445363064,0.72
