Day,MSE_mu,Accuracy
Day 0,0.018127051529904317,0.72
Day 1,0.023459153185784214,0.8
Day 2,0.01713149225876474,0.74
Day 3,0.01840648590980034,0.84
Day 4,0.016211579789667235,0.86
Day 5,0.026393039938027357,0.8
Day 6,0.021019967377049743,0.84
Day 7,0.01655467697124698,0.92
Day 8,0.023138668645876936,0.86
Day 9,0.024174099554839353,0.76
Day 10,0.017511067219184717,0.8
Day 11,0.024104963147535824,0.7
Day 12,0.023031846164218526,0.82
Day 13,0.02063160332197505,0.84
Day 14,0.03156755827109583,0.82
Day 15,0.046302752680543485,0.6
Day 16,0.016636183942194543,0.78
Day 17,0.02975587763931552,0.78
Day 18,0.02352149549228215,0.66
Day 19,0.04162345521048328,0.66
