Day,MSE_mu,Accuracy
Day 0,0.020668057166197348,0.74
Day 1,0.023938088043437115,0.82
Day 2,0.02821750295818481,0.7
Day 3,0.02746054177560053,0.74
Day 4,0.022097585203958287,0.82
Day 5,0.022462890992314324,0.72
Day 6,0.02713425681808786,0.72
Day 7,0.02250863763925406,0.74
Day 8,0.022758764491162244,0.66
Day 9,0.021411339760484666,0.86
Day 10,0.048685706651738006,0.62
Day 11,0.023660724540856007,0.74
Day 12,0.029427823419027367,0.66
Day 13,0.03372068105856268,0.68
Day 14,0.04507582451078745,0.62
Day 15,0.01966220245255573,0.84
Day 16,0.024220500583484635,0.66
Day 17,0.03202718132663993,0.68
Day 18,0.030502024281367158,0.68
Day 19,0.022312367795227304,0.78
