Day,MSE_mu,Accuracy
Day 0,0.015556961413047946,0.9
Day 1,0.01891453463256572,0.94
Day 2,0.022251941840262145,0.84
Day 3,0.03947005143224603,0.72
Day 4,0.03658052796746506,0.78
Day 5,0.02158464257319653,0.78
Day 6,0.026505413012823036,0.8
Day 7,0.020599504551696096,0.82
Day 8,0.01760297036662264,0.82
Day 9,0.019199581630867702,0.82
Day 10,0.019636396767920537,0.8
Day 11,0.01822789772682902,0.96
Day 12,0.017015634568648245,0.88
Day 13,0.01888814753973983,0.92
Day 14,0.03848115586569001,0.64
Day 15,0.020433133679631996,0.96
Day 16,0.03430274670807532,0.62
Day 17,0.03368798546025634,0.64
Day 18,0.016225620113422268,0.9
Day 19,0.030108412574157174,0.8
