Day,MSE_mu,Accuracy
Day 0,0.021458548952644735,0.78
Day 1,0.01557913733364203,0.84
Day 2,0.04394621671645026,0.58
Day 3,0.02237246125108463,0.74
Day 4,0.02578886841914505,0.7
Day 5,0.0321212956156082,0.62
Day 6,0.025706038305201066,0.74
Day 7,0.01592838344998075,0.78
Day 8,0.024745536273401737,0.7
Day 9,0.02299292856599788,0.86
Day 10,0.03312877121586757,0.68
Day 11,0.04352653210317791,0.66
Day 12,0.03824218919219549,0.62
Day 13,0.016389862862420116,0.86
Day 14,0.024328467209357555,0.76
Day 15,0.027765322864620606,0.74
Day 16,0.026219810379253312,0.74
Day 17,0.03771349990506595,0.68
Day 18,0.019189587418517905,0.84
Day 19,0.025885653360117892,0.74
