Day,MSE_mu,Accuracy
Day 0,0.022939193199211,0.74
Day 1,0.033879909367667625,0.64
Day 2,0.04312127600695149,0.58
Day 3,0.02207496851384829,0.76
Day 4,0.02509765820539352,0.68
Day 5,0.03008907418558494,0.82
Day 6,0.02607612410072895,0.66
Day 7,0.022643304471564638,0.84
Day 8,0.03472934658172249,0.6
Day 9,0.01956430130851663,0.76
Day 10,0.03252567543614779,0.64
Day 11,0.025878193081332667,0.74
Day 12,0.015252332585160906,0.88
Day 13,0.04018013636812549,0.68
Day 14,0.028381412114462348,0.82
Day 15,0.05186497742688847,0.62
Day 16,0.03342464641018442,0.62
Day 17,0.03194557148007468,0.74
Day 18,0.018724565925930282,0.86
Day 19,0.023460962695579433,0.74
