Day,MSE_mu,Accuracy
Day 0,0.023013190782781523,0.74
Day 1,0.02241623152368814,0.8
Day 2,0.030842574430331286,0.72
Day 3,0.03041137008651693,0.72
Day 4,0.025772681569435373,0.74
Day 5,0.02676652165847079,0.72
Day 6,0.022888709425549856,0.8
Day 7,0.031664166094116736,0.66
Day 8,0.022712506371687997,0.8
Day 9,0.03790260412397956,0.56
Day 10,0.02593342035644898,0.66
Day 11,0.02025907517739285,0.8
Day 12,0.01949850182097043,0.72
Day 13,0.02919054505546187,0.72
Day 14,0.02341343519340606,0.82
Day 15,0.036536470244144,0.74
Day 16,0.028391986258461215,0.66
Day 17,0.01740685154832197,0.8
Day 18,0.025955178881654693,0.78
Day 19,0.03570232446572623,0.56
