Day,MSE_mu,Accuracy
Day 0,0.02070140848323945,0.8
Day 1,0.025396227089589222,0.74
Day 2,0.02541944469219931,0.7
Day 3,0.033978916296296686,0.64
Day 4,0.024351753194495746,0.76
Day 5,0.023260738271197616,0.8
Day 6,0.036272610694412344,0.6
Day 7,0.03505630255030935,0.72
Day 8,0.03828839563839621,0.56
Day 9,0.023132536296636155,0.78
Day 10,0.025025274124861583,0.78
Day 11,0.03610501609618613,0.66
Day 12,0.01795665031182837,0.88
Day 13,0.03908936676192216,0.66
Day 14,0.02051923611182123,0.84
Day 15,0.0207436830175925,0.78
Day 16,0.025224781472008826,0.74
Day 17,0.01955058076778238,0.74
Day 18,0.02453027744725662,0.8
Day 19,0.02895381097337996,0.66
