Day,MSE_mu,Accuracy
Day 0,0.01468202425407402,0.86
Day 1,0.017951677812806384,0.92
Day 2,0.022111756905812418,0.78
Day 3,0.026618913283843006,0.72
Day 4,0.031031634618083916,0.72
Day 5,0.03214901621556062,0.74
Day 6,0.02008263808218991,0.78
Day 7,0.02173962596100501,0.84
Day 8,0.02336256269591262,0.84
Day 9,0.022628832695631207,0.9
Day 10,0.021338034695151678,0.84
Day 11,0.022912013339406487,0.82
Day 12,0.03555113687127415,0.72
Day 13,0.026537280783992916,0.68
Day 14,0.013890686761630635,0.76
Day 15,0.018012454187199524,0.8
Day 16,0.0220693650800609,0.92
Day 17,0.023779827230851473,0.82
Day 18,0.021915423793937426,0.72
Day 19,0.019123482196680797,0.84
