Day,MSE_mu,Accuracy
Day 0,0.011740119451142625,0.82
Day 1,0.019177961215007283,0.82
Day 2,0.020796095035734916,0.8
Day 3,0.01808803712115523,0.8
Day 4,0.025021115319750105,0.7
Day 5,0.030393358872761768,0.64
Day 6,0.028957429466122966,0.76
Day 7,0.013194878122526623,0.86
Day 8,0.03750010263055487,0.52
Day 9,0.03242918234483411,0.7
Day 10,0.024259448130475456,0.66
Day 11,0.02314564758361513,0.74
Day 12,0.02060252345985528,0.86
Day 13,0.028597462505609118,0.78
Day 14,0.02544072060966359,0.76
Day 15,0.024407714835981153,0.74
Day 16,0.02181523829036215,0.78
Day 17,0.027663721843967468,0.68
Day 18,0.018871402216587608,0.82
Day 19,0.020217569721128276,0.9
