Day,MSE_mu,Accuracy
Day 0,0.011080729273623231,0.92
Day 1,0.02584809547664981,0.7
Day 2,0.023244659639147958,0.74
Day 3,0.021427763041725233,0.74
Day 4,0.03501257072835286,0.7
Day 5,0.02647560739466598,0.66
Day 6,0.02338250106552664,0.8
Day 7,0.022290902418855067,0.84
Day 8,0.017731914460622864,0.86
Day 9,0.019242471966639918,0.82
Day 10,0.01191713425118268,0.88
Day 11,0.0173764202101039,0.82
Day 12,0.027336450823480758,0.7
Day 13,0.03179671097630747,0.7
Day 14,0.03283329883809089,0.62
Day 15,0.02045367672009519,0.8
Day 16,0.02434935629450356,0.8
Day 17,0.06607016005443989,0.36
Day 18,0.02143673846972519,0.72
Day 19,0.026546785213496803,0.76
