Day,MSE_mu,Accuracy
Day 0,0.023120560805691266,0.68
Day 1,0.024268253999914335,0.84
Day 2,0.019102047219070845,0.78
Day 3,0.009920701385700404,0.9
Day 4,0.03802437650366713,0.6
Day 5,0.020694386789584893,0.92
Day 6,0.028394174244486352,0.8
Day 7,0.025064442876888766,0.72
Day 8,0.023217447950693252,0.8
Day 9,0.05087236777557949,0.52
Day 10,0.017058546959053435,0.88
Day 11,0.024273403111670547,0.8
Day 12,0.02382219847349103,0.8
Day 13,0.023405907884052363,0.8
Day 14,0.02832521683792642,0.66
Day 15,0.0280038338999196,0.66
Day 16,0.02641086386259967,0.76
Day 17,0.03868409192450087,0.62
Day 18,0.01955420013545959,0.72
Day 19,0.042904161446958196,0.6
