Day,MSE_mu,Accuracy
Day 0,0.03127606864933159,0.7
Day 1,0.0476122066991502,0.52
Day 2,0.02019399037387986,0.84
Day 3,0.027575302610848108,0.84
Day 4,0.028294179062984894,0.72
Day 5,0.021050869586561386,0.92
Day 6,0.028077063875363965,0.76
Day 7,0.03899291590668986,0.6
Day 8,0.017547698762664474,0.78
Day 9,0.03749746450955897,0.6
Day 10,0.02384246999687588,0.78
Day 11,0.02783709852460206,0.64
Day 12,0.028382441686207682,0.7
Day 13,0.04230555087998661,0.54
Day 14,0.03281762991947087,0.86
Day 15,0.03649225729602605,0.68
Day 16,0.023857284107886473,0.8
Day 17,0.021681938540702606,0.84
Day 18,0.02617314704497061,0.66
Day 19,0.034617599223932025,0.62
