Day,MSE_mu,Accuracy
Day 0,0.028199052059830625,0.78
Day 1,0.020253395128012993,0.9
Day 2,0.02359333630278003,0.84
Day 3,0.017975741184663125,0.88
Day 4,0.028664344717487963,0.64
Day 5,0.016920383250053954,0.86
Day 6,0.02129334601368664,0.84
Day 7,0.028429864309741107,0.68
Day 8,0.03142376291696871,0.72
Day 9,0.02332467986236495,0.76
Day 10,0.031150120778030036,0.66
Day 11,0.03640249718128506,0.66
Day 12,0.03990125638620512,0.6
Day 13,0.03494121990519504,0.66
Day 14,0.028733272499303398,0.76
Day 15,0.013235651687269366,0.84
Day 16,0.02652784017262939,0.8
Day 17,0.027427785697786203,0.64
Day 18,0.02114718385520459,0.8
Day 19,0.018428270226693234,0.9
