Day,MSE_mu,Accuracy
Day 0,0.020162466632892517,0.76
Day 1,0.019901898212624235,0.82
Day 2,0.02739324193725282,0.76
Day 3,0.03860521944898251,0.6
Day 4,0.01981671184601446,0.8
Day 5,0.019164366594889754,0.9
Day 6,0.022850090396694077,0.76
Day 7,0.03527732624930806,0.66
Day 8,0.02045893386947314,0.86
Day 9,0.02161903118354483,0.7
Day 10,0.03614416324311911,0.7
Day 11,0.027599600010197223,0.7
Day 12,0.019206645000219635,0.82
Day 13,0.026599473989313897,0.64
Day 14,0.021908066086088345,0.78
Day 15,0.01807789865232061,0.86
Day 16,0.020646940787077735,0.82
Day 17,0.035309201485963906,0.74
Day 18,0.030390288419757865,0.74
Day 19,0.01870689971261964,0.72
