Day,MSE_mu,Accuracy
Day 0,0.030078356862121475,0.66
Day 1,0.05141559267333413,0.62
Day 2,0.018983033862591238,0.8
Day 3,0.027644596278787376,0.72
Day 4,0.033637035499031305,0.72
Day 5,0.03439229021871586,0.72
Day 6,0.01914212563168078,0.86
Day 7,0.02540323757744712,0.78
Day 8,0.036459672051616744,0.6
Day 9,0.02985539305066808,0.76
Day 10,0.0335673771356007,0.72
Day 11,0.023036730016865337,0.64
Day 12,0.020312206953600222,0.8
Day 13,0.026162405368149032,0.72
Day 14,0.023159796799802537,0.8
Day 15,0.031117334984907513,0.6
Day 16,0.017253819356820656,0.7
Day 17,0.01978884829681527,0.78
Day 18,0.019724038847656528,0.84
Day 19,0.06095907491147732,0.52
