Day,MSE_mu,Accuracy
Day 0,0.032693643771969975,0.7
Day 1,0.0364735442181585,0.62
Day 2,0.024714749537461445,0.72
Day 3,0.025307534577716808,0.76
Day 4,0.020588501035232326,0.88
Day 5,0.014768137094821197,0.94
Day 6,0.034644244805564155,0.6
Day 7,0.02271377059243923,0.78
Day 8,0.042146000780074105,0.56
Day 9,0.02829224423122572,0.78
Day 10,0.01851854076301995,0.78
Day 11,0.024147215112767614,0.78
Day 12,0.032967166575507384,0.76
Day 13,0.01733519842131151,0.84
Day 14,0.027660631451974286,0.72
Day 15,0.053092865082568524,0.54
Day 16,0.017127531997065085,0.84
Day 17,0.03073500077338127,0.74
Day 18,0.03351529327400475,0.7
Day 19,0.02518432733215907,0.8
