Day,MSE_mu,Accuracy
Day 0,0.03012091330873308,0.66
Day 1,0.0250282067535557,0.68
Day 2,0.029666941188006696,0.66
Day 3,0.03534726026206892,0.66
Day 4,0.0361186079499472,0.74
Day 5,0.027402348611759244,0.74
Day 6,0.02487071892403549,0.78
Day 7,0.027526314149916638,0.68
Day 8,0.029504212159793753,0.72
Day 9,0.027967114483004228,0.7
Day 10,0.03435179514514208,0.68
Day 11,0.027995411123325733,0.86
Day 12,0.022447771076296783,0.86
Day 13,0.018546649684871342,0.82
Day 14,0.041713735356624225,0.64
Day 15,0.0337199873829264,0.7
Day 16,0.027215176892427907,0.78
Day 17,0.02235663281898996,0.74
Day 18,0.032672033953051585,0.7
Day 19,0.028985606681502813,0.68
