Day,MSE_mu,Accuracy
Day 0,0.027136443428197415,0.68
Day 1,0.023579046353633247,0.8
Day 2,0.022108895744337713,0.76
Day 3,0.02006115069660004,0.86
Day 4,0.0304408962667015,0.72
Day 5,0.023535861382699832,0.78
Day 6,0.03328312547650965,0.8
Day 7,0.026533042504812622,0.74
Day 8,0.022054248024623135,0.7
Day 9,0.01871326972371943,0.74
Day 10,0.032173741070641707,0.6
Day 11,0.039301287098467065,0.62
Day 12,0.02139551508303933,0.74
Day 13,0.03031073008339767,0.6
Day 14,0.04058939720599977,0.5
Day 15,0.024569312247234833,0.76
Day 16,0.033314480822537296,0.72
Day 17,0.03591930971957186,0.7
Day 18,0.025331725452279318,0.8
Day 19,0.02677977420790104,0.66
