Day,MSE_mu,Accuracy
Day 0,0.03475898450976509,0.72
Day 1,0.02178502768548041,0.66
Day 2,0.019538961342783944,0.8
Day 3,0.033394277190376694,0.54
Day 4,0.02828034384703846,0.66
Day 5,0.027771473392026395,0.8
Day 6,0.02902034098600225,0.76
Day 7,0.019573063534081826,0.84
Day 8,0.02826536272542513,0.74
Day 9,0.01961139000410953,0.68
Day 10,0.03420245735038107,0.6
Day 11,0.038095716401193414,0.62
Day 12,0.029871909722694153,0.7
Day 13,0.015456707122626366,0.8
Day 14,0.027613287469897954,0.78
Day 15,0.03077892370166713,0.72
Day 16,0.02630985924870227,0.8
Day 17,0.03083583769456923,0.68
Day 18,0.017809575702920546,0.86
Day 19,0.042553447586043576,0.56
