Day,MSE_mu,Accuracy
Day 0,0.017416781999653196,0.82
Day 1,0.03644051670031701,0.66
Day 2,0.03564083624592263,0.72
Day 3,0.019086476596798768,0.88
Day 4,0.02554740202655285,0.8
Day 5,0.032454630006280856,0.68
Day 6,0.019650744636522565,0.84
Day 7,0.016365409613392164,0.9
Day 8,0.0521013658136996,0.56
Day 9,0.02334885425442301,0.8
Day 10,0.05288814537444392,0.62
Day 11,0.024847593224139337,0.7
Day 12,0.03913249051977719,0.7
Day 13,0.02484483582233351,0.66
Day 14,0.023324167186304888,0.68
Day 15,0.02364162275760663,0.76
Day 16,0.03133859873948386,0.64
Day 17,0.020806019211033103,0.84
Day 18,0.018187536136580588,0.78
Day 19,0.01767024411024949,0.76
