Day,MSE_mu,Accuracy
Day 0,0.03151749665909686,0.78
Day 1,0.021770326923971073,0.78
Day 2,0.027405827182795047,0.82
Day 3,0.020405067130812703,0.8
Day 4,0.03501843334107679,0.72
Day 5,0.022400832849989106,0.84
Day 6,0.039247813829702355,0.7
Day 7,0.02013664442947769,0.82
Day 8,0.028049499625776186,0.68
Day 9,0.031366805968142446,0.74
Day 10,0.027304344889892394,0.76
Day 11,0.04011357837342155,0.56
Day 12,0.025414133909651613,0.76
Day 13,0.025107120794041586,0.74
Day 14,0.04194468458734911,0.62
Day 15,0.02232530924820242,0.76
Day 16,0.034214250833620015,0.82
Day 17,0.017168008179913565,0.9
Day 18,0.022219646094150936,0.74
Day 19,0.030923917209268976,0.76
