Day,MSE_mu,Accuracy
Day 0,0.0257389866528403,0.86
Day 1,0.027281429612364193,0.76
Day 2,0.015685178975757615,0.9
Day 3,0.03321336680723568,0.7
Day 4,0.03197804996791119,0.74
Day 5,0.030097843828160158,0.6
Day 6,0.02096263152563905,0.66
Day 7,0.024386527020059976,0.82
Day 8,0.016654249895690226,0.8
Day 9,0.03178979961294002,0.74
Day 10,0.03672587063997585,0.72
Day 11,0.02108951194435507,0.72
Day 12,0.029394804347198794,0.74
Day 13,0.021199109392160458,0.78
Day 14,0.020218430789950653,0.8
Day 15,0.027397314217074805,0.74
Day 16,0.019528385227723058,0.88
Day 17,0.02864952024482082,0.72
Day 18,0.026028761521139053,0.8
Day 19,0.01883911525336995,0.76
