Day,MSE_mu,Accuracy
Day 0,0.021254416493749383,0.86
Day 1,0.029270846179775267,0.84
Day 2,0.02459912724507064,0.84
Day 3,0.03510278029016391,0.64
Day 4,0.03308149904004993,0.88
Day 5,0.022474963063854884,0.72
Day 6,0.027800199812712877,0.62
Day 7,0.027787293719118703,0.76
Day 8,0.024589340811418486,0.74
Day 9,0.029877125722577953,0.74
Day 10,0.011587529540703157,0.92
Day 11,0.033932453011696874,0.64
Day 12,0.02016417014192368,0.8
Day 13,0.023093190180471544,0.84
Day 14,0.01956576052996365,0.8
Day 15,0.03242555973378903,0.8
Day 16,0.01832731347408751,0.82
Day 17,0.018671550299559865,0.74
Day 18,0.024154891676302977,0.94
Day 19,0.026941633067871368,0.7
