Day,MSE_mu,Accuracy
Day 0,0.019503044447627595,0.8
Day 1,0.0316042101095561,0.66
Day 2,0.05320585680891828,0.44
Day 3,0.04330176197326134,0.6
Day 4,0.03404491168255866,0.64
Day 5,0.02495736728529809,0.72
Day 6,0.029065488119802904,0.66
Day 7,0.042666526843189403,0.62
Day 8,0.029185222628057807,0.8
Day 9,0.027862503067464135,0.78
Day 10,0.032403076038784735,0.78
Day 11,0.025268722327291052,0.76
Day 12,0.021131299442788385,0.82
Day 13,0.04203579915852178,0.66
Day 14,0.024375460877342218,0.58
Day 15,0.03726709225875473,0.68
Day 16,0.02031252562298808,0.92
Day 17,0.029291832099247326,0.82
Day 18,0.031230328482233338,0.62
Day 19,0.0369522078792064,0.68
