Day,MSE_mu,Accuracy
Day 0,0.028465473919676815,0.8
Day 1,0.021531761250863816,0.82
Day 2,0.016874471504351913,0.84
Day 3,0.02148265779288209,0.8
Day 4,0.03405315988719282,0.7
Day 5,0.01955857033787059,0.82
Day 6,0.04099140198281041,0.54
Day 7,0.022690588738981315,0.82
Day 8,0.016573627764440668,0.9
Day 9,0.027855325653376343,0.66
Day 10,0.018984466057551715,0.76
Day 11,0.02284504795427589,0.76
Day 12,0.02698467795835556,0.74
Day 13,0.026364983116574873,0.78
Day 14,0.03143938043479986,0.74
Day 15,0.016328254227276497,0.92
Day 16,0.015908926052791376,0.84
Day 17,0.04085652825683712,0.66
Day 18,0.026358171600765222,0.62
Day 19,0.031104953612300493,0.64
