Day,MSE_mu,Accuracy
Day 0,0.0356128191403761,0.64
Day 1,0.0236129365632769,0.78
Day 2,0.027934110713937425,0.78
Day 3,0.021921272997563853,0.74
Day 4,0.012232724522456224,0.9
Day 5,0.019995425740184133,0.8
Day 6,0.021115338157672196,0.8
Day 7,0.02467178706307924,0.76
Day 8,0.02424622439948873,0.86
Day 9,0.036744288788823055,0.6
Day 10,0.027886339409347805,0.78
Day 11,0.026006761209546366,0.82
Day 12,0.019758189402577016,0.78
Day 13,0.026395360937518337,0.68
Day 14,0.016597116258295443,0.78
Day 15,0.022721862504256264,0.8
Day 16,0.02182849548111392,0.78
Day 17,0.0214364813913101,0.86
Day 18,0.018399692199898274,0.78
Day 19,0.03887787640482693,0.7
