Day,MSE_mu,Accuracy
Day 0,0.019569090314855965,0.88
Day 1,0.03036790880965302,0.66
Day 2,0.03145408262348116,0.68
Day 3,0.023656903184444765,0.82
Day 4,0.024946345894715616,0.8
Day 5,0.02042031501942236,0.82
Day 6,0.01589408665949215,0.88
Day 7,0.018484226800139975,0.78
Day 8,0.021151396735535753,0.88
Day 9,0.021247846517514463,0.74
Day 10,0.025414654406535595,0.62
Day 11,0.022200553569055332,0.78
Day 12,0.01219438679032241,0.9
Day 13,0.04546510622525483,0.58
Day 14,0.0190720355827791,0.84
Day 15,0.029740840970216075,0.74
Day 16,0.023224857915538345,0.84
Day 17,0.026471182327309734,0.76
Day 18,0.032368738104879446,0.76
Day 19,0.019811005885173132,0.82
