Day,MSE_mu,Accuracy
Day 0,0.023775138491235682,0.62
Day 1,0.023124165965473682,0.74
Day 2,0.018486640533530288,0.88
Day 3,0.0199966296114393,0.86
Day 4,0.018481354956827702,0.82
Day 5,0.01796180965313794,0.84
Day 6,0.022254309309061186,0.78
Day 7,0.031093778873403463,0.7
Day 8,0.025279597725193045,0.84
Day 9,0.022671060830348214,0.86
Day 10,0.024779763426976933,0.78
Day 11,0.04215500979727816,0.6
Day 12,0.028011464913066837,0.78
Day 13,0.016153512603726546,0.92
Day 14,0.02900625305480569,0.78
Day 15,0.02269719643803528,0.74
Day 16,0.01917267447151081,0.76
Day 17,0.01686318217186005,0.86
Day 18,0.012099134835208929,0.96
Day 19,0.03218494803090996,0.76
