Day,MSE_mu,Accuracy
Day 0,0.02071056614061359,0.82
Day 1,0.024370679229335283,0.76
Day 2,0.01795563149056322,0.86
Day 3,0.02848449721898007,0.88
Day 4,0.030783177546397363,0.8
Day 5,0.020712673822678634,0.78
Day 6,0.02951406963431514,0.74
Day 7,0.018342708529820086,0.88
Day 8,0.03861419571104882,0.66
Day 9,0.018459059450944518,0.8
Day 10,0.028400093320960218,0.74
Day 11,0.03401912296449627,0.6
Day 12,0.02459446933480793,0.7
Day 13,0.02341273629079781,0.84
Day 14,0.02083768727097058,0.82
Day 15,0.030553378126852365,0.8
Day 16,0.016412972643172694,0.82
Day 17,0.024779770807812573,0.8
Day 18,0.03428418728431495,0.64
Day 19,0.016383791039195756,0.86
