Day,MSE_mu,Accuracy
Day 0,0.0427673585310693,0.58
Day 1,0.025859461802167208,0.82
Day 2,0.019885666956565056,0.86
Day 3,0.03065063690733836,0.74
Day 4,0.024066723614647557,0.82
Day 5,0.02843777562824419,0.76
Day 6,0.03783651195955615,0.74
Day 7,0.024879108262413248,0.86
Day 8,0.02355286103094564,0.78
Day 9,0.014931790410048227,0.88
Day 10,0.030210437094711627,0.74
Day 11,0.0124767573061858,0.94
Day 12,0.03695379066785565,0.7
Day 13,0.050322641130308585,0.52
Day 14,0.048945655464078947,0.62
Day 15,0.014234300220233706,0.9
Day 16,0.020841497442808783,0.86
Day 17,0.022455177949953022,0.84
Day 18,0.030487122292282037,0.74
Day 19,0.02576743647189005,0.7
