Day,MSE_mu,Accuracy
Day 0,0.05438368124078171,0.32
Day 1,0.027414835489330748,0.66
Day 2,0.024843030666241588,0.74
Day 3,0.02660582210951789,0.74
Day 4,0.04114525287245236,0.52
Day 5,0.04663168647165098,0.58
Day 6,0.04262502902881914,0.48
Day 7,0.03545189526147463,0.58
Day 8,0.024705539424985653,0.76
Day 9,0.02872753259634425,0.74
Day 10,0.026470251709019756,0.68
Day 11,0.04523510459098624,0.44
Day 12,0.016335975403141974,0.82
Day 13,0.03545553748773608,0.62
Day 14,0.03504377466795766,0.6
Day 15,0.02618607583920703,0.68
Day 16,0.029185075450262606,0.72
Day 17,0.03429737585021567,0.52
Day 18,0.029843160027811014,0.62
Day 19,0.027645773824423972,0.7
