Day,MSE_mu,Accuracy
Day 0,0.01436805699688225,0.88
Day 1,0.018294896024837453,0.8
Day 2,0.023875188809553822,0.68
Day 3,0.037484981637163045,0.7
Day 4,0.03728601301868006,0.68
Day 5,0.025346683534754624,0.66
Day 6,0.02108843119407885,0.86
Day 7,0.03790708508797087,0.66
Day 8,0.03678118119380998,0.48
Day 9,0.02600072015051869,0.76
Day 10,0.01765954237014981,0.88
Day 11,0.014259284246544518,0.86
Day 12,0.016358964539449305,0.9
Day 13,0.025114372893366887,0.84
Day 14,0.026499279119112373,0.8
Day 15,0.016921202586344393,0.92
Day 16,0.028850270940423927,0.8
Day 17,0.019771654250327307,0.84
Day 18,0.02150174868728297,0.84
Day 19,0.02398203867611445,0.74
