Day,MSE_mu,Accuracy
Day 0,0.03288017258437903,0.7
Day 1,0.026599579293451282,0.74
Day 2,0.02175478886199823,0.78
Day 3,0.02956256304800011,0.78
Day 4,0.02349467837403621,0.8
Day 5,0.023846780008729942,0.8
Day 6,0.04518982771120966,0.5
Day 7,0.01873805438874145,0.72
Day 8,0.030876265209927575,0.74
Day 9,0.026201048150533698,0.72
Day 10,0.031036402239619433,0.76
Day 11,0.024685474376054665,0.72
Day 12,0.020052187885999696,0.82
Day 13,0.019760410367887067,0.86
Day 14,0.021390314152153745,0.86
Day 15,0.036961335242833654,0.68
Day 16,0.02467889686729196,0.66
Day 17,0.02377243567768501,0.76
Day 18,0.019010930616933444,0.88
Day 19,0.015694155333938704,0.88
