Day,MSE_mu,Accuracy
Day 0,0.015965772571258398,0.9
Day 1,0.05781070995664344,0.4
Day 2,0.018275622349935582,0.74
Day 3,0.030154656494068604,0.74
Day 4,0.022259081328402184,0.68
Day 5,0.019983937918561494,0.78
Day 6,0.02980178346133106,0.72
Day 7,0.029329789760980676,0.72
Day 8,0.027020250419838302,0.78
Day 9,0.018899555755499915,0.84
Day 10,0.024287532200229466,0.86
Day 11,0.021134517815885046,0.8
Day 12,0.021985820743825747,0.84
Day 13,0.022985037219409237,0.72
Day 14,0.021976146178657924,0.84
Day 15,0.023694237742980885,0.82
Day 16,0.02682464347471125,0.86
Day 17,0.02399394867849165,0.82
Day 18,0.022996230384777,0.76
Day 19,0.024885769958262912,0.74
