Day,MSE_mu,Accuracy
Day 0,0.02568724082600359,0.76
Day 1,0.02634394859328969,0.86
Day 2,0.027764154852581078,0.7
Day 3,0.03201827333974834,0.72
Day 4,0.014038022383857087,0.88
Day 5,0.018454370940159524,0.82
Day 6,0.023162234925100448,0.88
Day 7,0.019327979268596144,0.72
Day 8,0.016593159104671486,0.76
Day 9,0.01832318671704915,0.92
Day 10,0.016593221364210816,0.78
Day 11,0.02933952299645344,0.8
Day 12,0.018105357639583042,0.84
Day 13,0.02677365907384811,0.7
Day 14,0.02529807364927702,0.7
Day 15,0.015163441522464025,0.86
Day 16,0.025260331609821846,0.82
Day 17,0.027518564408661492,0.74
Day 18,0.02095481019173578,0.84
Day 19,0.019379402542520352,0.78
