Day,MSE_mu,Accuracy
Day 0,0.02364397187374832,0.82
Day 1,0.019478697321793546,0.78
Day 2,0.021531452040547225,0.76
Day 3,0.025442708367426875,0.76
Day 4,0.019806808689086956,0.86
Day 5,0.027944079483941887,0.66
Day 6,0.02801004972051275,0.64
Day 7,0.027939336105676865,0.78
Day 8,0.03943191304424224,0.64
Day 9,0.03133971631432043,0.66
Day 10,0.02978433764671435,0.68
Day 11,0.02176742924101502,0.84
Day 12,0.021146594957123843,0.78
Day 13,0.025802313138074347,0.8
Day 14,0.03451354096800625,0.64
Day 15,0.02222882831666368,0.74
Day 16,0.020038538541559302,0.82
Day 17,0.019543136962940272,0.82
Day 18,0.023235706635225308,0.78
Day 19,0.021929249276300775,0.82
