Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.875
Day 1,0,0,0.8
Day 2,0,0,0.775
Day 3,0,0,0.875
Day 4,0,0,0.8
Day 5,0,0,0.775
Day 6,0,0,0.75
Day 7,0,0,0.8
Day 8,0,0,0.775
Day 9,0,0,0.775
Day 10,0,0,0.85
Day 11,0,0,0.825
Day 12,0,0,0.8
Day 13,0,0,0.9
Day 14,0,0,0.825
Day 15,0,0,0.9
Day 16,0,0,0.825
Day 17,0,0,0.875
Day 18,0,0,0.85
Day 19,0,0,0.825
