Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.975
Day 1,0,0,0.95
Day 2,0,0,0.95
Day 3,0,0,0.925
Day 4,0,0,0.95
Day 5,0,0,0.875
Day 6,0,0,0.95
Day 7,0,0,0.9
Day 8,0,0,0.9
Day 9,0,0,0.925
